name,description,source,requiredDataConnectors,query,supported
DNS Domains linked to WannaCry ransomware campaign,"'Displays client DNS request for any of the known domains linked to WannaCry.
These results may indicate Wannacry/Wannacrypt ransomware infection.
Reference: Domain listing from https://pastebin.com/cRUii32E'
",DnsEvents,"{
    ""connectorId"":  ""DNS"",
    ""dataTypes"":  [
                      ""DnsEvents""
                  ]
}","
let timeframe = 1d;
let badDomains = dynamic([""agrdwrtj.us"", ""bctxawdt.us"", ""cokfqwjmferc.us"", ""cxbenjiikmhjcerbj.us"", ""depuisgef.us"", ""edoknehyvbl.us"", 
""enyeikruptiukjorq.com"", ""frullndjtkojlu.us"", ""gcidpiuvamynj.us"", ""gxrytjoclpvv.us"", ""hanoluexjqcf.us"", ""iarirjjrnuornts.us"", 
""ifbjoosjqhaeqjjwaerri.us"", ""iouenviwrc.us"", ""kuuelejkfwk.us"", ""lkbsxkitgxttgaobxu.us"", ""nnnlafqfnrbynwor.us"", ""ns768.com"", 
""ofdwcjnko.us"", ""peuwdchnvn.us"", ""pvbeqjbqrslnkmashlsxb.us"", ""pxyhybnyv.us"", ""qkkftmpy.us"", ""rkhlkmpfpoqxmlqmkf.us"", 
""ryitsfeogisr.us"", ""srwcjdfrtnhnjekjerl.us"", ""thstlufnunxaksr.us"", ""udrgtaxgdyv.us"", ""w5q7spejg96n.com"", ""xmqlcikldft.us"", 
""yobvyjmjbsgdfqnh.us"", ""yrwgugricfklb.us"", ""ywpvqhlqnssecpdemq.us""]);
DnsEvents
| where TimeGenerated >= ago(timeframe) 
| where Name in~ (badDomains)
| summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated), count() by Computer, ClientIP, WannaCrypt_Related_Domain = Name
| extend timestamp = StartTimeUtc, HostCustomEntity = Computer, IPCustomEntity = ClientIP
",no
GitHub First Time Invite Member and Add Member to Repo,"'This hunting query identifies a user that add/invite a member to the organization for the first time. This technique can be leveraged by attackers to add stealth account access to the organization.'
",GitHub,"{
    ""connectorid"":  ""GitHub"",
    ""datatypes"":  [
                      ""GitHub""
                  ]
}","
let LearningPeriod = 7d;
let RunTime = 1h;
let StartTime = 1h;
let EndRunTime = StartTime - RunTime;
let EndLearningTime = StartTime + LearningPeriod;
let GitHubOrgMemberLogs = (GitHubAudit
 where Action == ""org.invite_member"" or Action == ""org.update_member"" or Action == ""org.add_member Action == ""repo.add_member"" Action == ""team.add_member"");
GitHubOrgMemberLogs
| where TimeGenerated between (ago(EndLearningTime) .. ago(StartTime))
| distinct Actor
| join kind=rightanti (
  GitHubOrgMemberLogs
  | where TimeGenerated between (ago(StartTime) .. ago(EndRunTime))
  | distinct Actor
) on Actor
",no
GitHub Inactive or New Account Access or Usage,"'This hunting query identifies Accounts that are new or inactive and have accessed or used GitHub that may be a sign of compromise.'
",GitHub,"{
    ""connectorid"":  ""GitHub"",
    ""datatypes"":  [
                      ""GitHub""
                  ]
}","
let LearningPeriod = 7d;
let RunTime = 1h;
let StartTime = 1h;
let EndRunTime = StartTime - RunTime;
let EndLearningTime = StartTime + LearningPeriod;
let GitHubActorLogin = (GitHubAudit
| where Actor != """");
let GitHubUser = (GitHubAudit
| where ImpactedUser != """");
let GitHubNewActorLogin = (GitHubActorLogin
| where TimeGenerated between (ago(EndLearningTime) .. ago(StartTime))
| summarize makeset(Actor)
| extend Dummy = 1
| join kind=innerunique (
  GitHubActorLogin
  | where TimeGenerated between (ago(StartTime) .. ago(EndRunTime))
  | distinct Actor
  | extend Dummy = 1
) on Dummy
| project-away Dummy
| where set_Actor  !contains Actor);
let GitHubNewUser = ( GitHubUser
| where TimeGenerated between (ago(EndLearningTime) .. ago(StartTime))
| summarize makeset(ImpactedUser)
| extend Dummy = 1
| join kind=innerunique (
  GitHubUser
  | where TimeGenerated between (ago(StartTime) .. ago(EndRunTime))
  | distinct ImpactedUser
  | extend Dummy = 1
) on Dummy
| project-away Dummy
| where set_ImpactedUser !contains ImpactedUser);
union GitHubNewActorLogin, GitHubNewUser
",no
GitHub Mass Deletion of repos or projects,"'This hunting query identifies GitHub activites where there are a large number of deletions that may be a sign of compromise.'
",GitHub,"{
    ""connectorid"":  ""GitHub"",
    ""datatypes"":  [
                      ""GitHub""
                  ]
}","
let LearningPeriod = 7d;
let BinTime = 1h;
let RunTime = 1h;
let StartTime = 1h;
let NumberOfStds = 3;
let MinThreshold = 10.0;
let EndRunTime = StartTime - RunTime;
let EndLearningTime = StartTime + LearningPeriod;
let GitHubRepositoryDestroyEvents = (GitHubAudit
| where Action == ""repo.destroy"");
GitHubRepositoryDestroyEvents
| where TimeGenerated between (ago(EndLearningTime) .. ago(StartTime))
| summarize count() by bin(TimeGenerated, BinTime)
| summarize AvgInLearning = avg(count_), StdInLearning = stdev(count_)
| extend LearningThreshold = max_of(AvgInLearning + StdInLearning * NumberOfStds, MinThreshold)
| extend Dummy = 1
| join kind=innerunique (
  GitHubRepositoryDestroyEvents
  | where TimeGenerated between (ago(StartTime) .. ago(EndRunTime))
  | summarize CountInRunTime = count() by bin(TimeGenerated, BinTime)
  | extend Dummy = 1
) on Dummy
| project-away Dummy
| where CountInRunTime > LearningThreshold
",no
GitHub OAuth App Restrictions Disabled,"'This hunting query identifies GitHub OAuth Apps that have restrictions disabled that may be a sign of compromise. Attacker will want to disable such security tools in order to go undetected. '
",GitHub,"{
    ""connectorid"":  ""GitHub"",
    ""datatypes"":  [
                      ""GitHub""
                  ]
}","
let timeframe = 14d;
GitHubAudit
| where TimeGenerated > ago(timeframe)
| where Action == ""org.disable_oauth_app_restrictions""
| project TimeGenerated, Action, Actor, Location
",no
GitHub Update Permissions,"'This hunting query identifies GitHub activites where permissions are updated that may be a sign of compromise.'
",GitHub,"{
    ""connectorid"":  ""GitHub"",
    ""datatypes"":  [
                      ""GitHub""
                  ]
}","
GitHubAudit
| where Action == ""org.update_default_repository_permission""
| project TimeGenerated, Action, Actor, Country, Repository, PreviousPermission, CurrentPermission
",no
GitHub Repo switched from private to public,"'This hunting query identifies GitHub activites where a repo was changed from private to public that may be a sign of compromise.'
",GitHub,"{
    ""connectorid"":  ""GitHub"",
    ""datatypes"":  [
                      ""GitHub""
                  ]
}","
let timeframe = 14d;
GitHubAudit
| where TimeGenerated > ago(timeframe)
| where Action == ""repo.access""
| where OperationType == ""MODIFY""
| where node_visibility_s == ""PUBLIC"" 
| project TimeGenerated, Action, Actor, Country, Repository, Visability
",no
GitHub OAuth App Restrictions Disabled,"'This hunting query identifies a fork activity against a repository done by a user who is not the owner of the repo nor a contributes.'
",GitHub,"{
    ""connectorid"":  ""GitHub"",
    ""datatypes"":  [
                      ""GitHub""
                  ]
}","
let RunTime = 1h; 
let CollaboratorsUserToRepoMapping = (
GitHubRepo
| where TimeGenerated < ago(RunTime)
| where Action == ""Collaborators""
| distinct Repository , Actor, Organization);
let UserCommitsInRepoMapping = (
GitHubRepo
| where Action == ""Commits""
| where TimeGenerated < ago(RunTime)
| distinct  Repository ,Actor, Organization);
union CollaboratorsUserToRepoMapping, UserCommitsInRepoMapping
| summarize ContributedToRepos = make_set(Repository) by Actor, Organization
| join kind=innerunique (
GitHubRepo
| where TimeGenerated > ago(RunTime)
| where Action == ""Forks""
| distinct Repository , Actor, Organization
) on Actor, Organization
| project-away Actor1, Organization1
| where ContributedToRepos !contains Repository
",no
GitHub Repo Clone - Time Series Anomly,"'Attacker can exfiltrate data from you GitHub repository after gaining access to it by performing clone action. This hunting queries allows you to track the clones activities for each of your repositories. The visualization allow you to quickly identify anomalies/excessive clone, to further investigate repo access & permissions'
",GitHub,"{
    ""connectorid"":  ""GitHub"",
    ""datatypes"":  [
                      ""GitHub""
                  ]
}","
let min_t = toscalar(GitHubRepo
| summarize min(timestamp_t));
let max_t = toscalar(GitHubRepo
| summarize max(timestamp_t));
GitHubRepo
| where Action == ""Clones""
| distinct TimeGenerated, Repository, Count
| make-series num=sum(Count) default=0 on TimeGenerated in range(min_t, max_t, 1h) by Repository 
| extend (anomalies, score, baseline) = series_decompose_anomalies(num, 1.5, -1, 'linefit')
| render timechart 
",no
GitHub First Time Repo Delete,"'This hunting query identifies GitHub activites its the first time a user deleted a repo that may be a sign of compromise.'
",GitHub,"{
    ""connectorid"":  ""GitHub"",
    ""datatypes"":  [
                      ""GitHub""
                  ]
}","
let LearningPeriod = 7d;
let RunTime = 1h;
let StartTime = 1h;
let EndRunTime = StartTime - RunTime;
let EndLearningTime = StartTime + LearningPeriod;
let GitHubRepositoryDestroyEvents = (GitHubAudit
| where Action == ""repo.destroy"");
GitHubRepositoryDestroyEvents
| where TimeGenerated between (ago(EndLearningTime) .. ago(StartTime))
| distinct Actor
| join kind=rightanti (
  GitHubRepositoryDestroyEvents
  | where TimeGenerated between (ago(StartTime) .. ago(EndRunTime))
  | distinct Actor
) on Actor
",no
GitHub User Grants Access and Other User Grants Access,"'This hunting query identifies Accounts in GitHub that have granted access to another account which then grants access to yet another account that may be a sign of compromise.'
",GitHub,"{
    ""connectorid"":  ""GitHub"",
    ""datatypes"":  [
                      ""GitHub""
                  ]
}","
GitHubAudit
| where ImpactedUser != """"
| where Action == ""org.invite_member"" or Action == ""org.add_member"" or Action == ""team.add_member"" or Action == ""repo.add_member""
| distinct ImpactedUser, TimeGenerated, Actor
| project-rename firstUserAdded = ImpactedUser, firstEventTime = TimeGenerated, firstAdderUser = Actor
| join kind= innerunique (
  GitHubAudit
  | where ImpactedUser != """"
  | where Action == ""org.invite_member"" or Action == ""org.add_member"" or Action == ""team.add_member"" or Action == ""repo.add_member""
  | distinct ImpactedUser, TimeGenerated, Actor
  | project-rename secondUserAdded = ImpactedUser, secondEventTime = TimeGenerated, secondAdderUser = Actor
) on $right.secondAdderUser == $left.firstUserAdded
| where secondEventTime between (firstEventTime .. (firstEventTime + 1h))
",no
Azure Resources assigned Public IP Addresses,"'Identifies when public IP addresses are assigned to Azure Resources.  Additionally, shows connections to those resources.
Resources: 
https://docs.microsoft.com/azure/azure-monitor/insights/azure-networking-analytics
https://docs.microsoft.com/azure/network-watcher/traffic-analytics-schema'
",MultipleDataSources,"[
    {
        ""connectorId"":  ""AzureActivity"",
        ""dataTypes"":  [
                          ""AzureActivity""
                      ]
    },
    {
        ""connectorId"":  ""AzureNetworkWatcher"",
        ""dataTypes"":  [
                          ""AzureNetworkAnalytics_CL""
                      ]
    }
]","
let timeframe = 7d;
AzureActivity
| where TimeGenerated >= ago(timeframe)
// We look for any Operation that modified and then was accepted or succeeded where a publicipaddress component is referenced
| where OperationName has_any (""write"", ""Update"", ""Delete"")// Virtual Machine"" or OperationName == ""Create Deployment"" 
| where ActivityStatus has_any (""Succeeded"", ""Accepted"")
| where Properties contains ""publicipaddress""
//| extend frontendIPConfigurations = Properties.responseBody.properties.frontendIPConfigurations
// parsing the publicIPAddress from Properties. It is only available if the allocation method is Static.
| parse Properties with * ""publicIPAddress\\"" PublicIPAddressParse
| extend publicIPAddress_ = tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).responseBody)).properties)).ipAddress) 
| extend publicIPAddressVersion_ = tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).responseBody)).properties)).publicIPAddressVersion) 
| extend publicIPAllocationMethod_ = tostring(parse_json(tostring(parse_json(tostring(parse_json(Properties).responseBody)).properties)).publicIPAllocationMethod) 
| extend scope_ = tostring(parse_json(Authorization).scope) 
| project TimeGenerated, OperationName, publicIPAllocationMethod_ , publicIPAddressVersion_, scope_ , Caller, CallerIpAddress, ActivityStatus, Resource 
// Join in the AzureNetworkAnalytics so that we can determine if any connections were made via the public ip address and get the currently assigned ip address when allocation method is Dynamic
| join kind= inner (
union isfuzzy=true
(AzureNetworkAnalytics_CL
| where TimeGenerated >= ago(timeframe) 
// Controlling for Schema Version and later parsing - This is Version 2 and Public IPs only
| where isnotempty(FASchemaVersion_s) and isnotempty(DestPublicIPs_s)
| extend SchemaVersion = FASchemaVersion_s
| extend PublicIPs = tostring(split(DestPublicIPs_s,""|"")[0])
| summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated), FirstProcessedTimeUTC = min(FlowStartTime_t), LastProcessedTimeUtc = max(FlowEndTime_t), 
Regions = makeset(Region_s), AzureRegions = makeset(AzureRegion_s), VMs = makeset(VM_s), MACAddresses = makeset(MACAddress_s), PublicIPs = makeset(PublicIPs), DestPort = makeset(DestPort_d), SrcIP = makeset(SrcIP_s), 
ActivityCount = count() by NSGRule_s, NSGList_s, SubNet = Subnet1_s, FlowDirection_s, Subscription = Subscription1_g, SchemaVersion
//NSGList_s contains the subscription ID, remove that as we already have a field for this and now it will match what we get for SchemaVersion 1
| extend NSG = case(isnotempty(NSGList_s), strcat(split(NSGList_s, ""/"")[-2],""/"",split(NSGList_s, ""/"")[-1]), ""NotAvailable"")
// Depending on the SchemaVersion, we will need to provide the NSG_Name for matching against the resource identified in AzureActivity
| extend NSG_Name = tostring(split(NSG, ""/"")[-1])
),
(
AzureNetworkAnalytics_CL
| where TimeGenerated >= ago(timeframe) 
// Controlling for Schema Version and later parsing - This is Version 1
| where isempty(FASchemaVersion_s)
// Controlling for public IPs only
| where isnotempty(PublicFrontendIPs_s) or isnotempty(PublicIPAddresses_s)
| where PublicFrontendIPs_s != ""null"" or PublicIPAddresses_s != ""null""
| extend SchemaVersion = SchemaVersion_s
// The Public IP can be indicated in one of 2 locations, assigning here for easy union results
| extend PublicIPs = case(isnotempty(PublicFrontendIPs_s), PublicFrontendIPs_s,
PublicIPAddresses_s) 
| summarize StartTimeUtc = min(TimeGenerated), EndTimeUtc = max(TimeGenerated), FirstProcessedTimeUTC = min(TimeProcessed_t), LastProcessedTimeUtc = max(TimeProcessed_t), 
Regions = makeset(Region_s), AzureRegions = makeset(DiscoveryRegion_s), VMs = makeset(VirtualMachine_s), MACAddresses = makeset(MACAddress_s), PublicIPs = makeset(PublicIPs), 
SrcIP = makeset(PrivateIPAddresses_s), Name = makeset(Name_s), DestPort = makeset(DestinationPortRange_s),
ActivityCount = count() by NSG = NSG_s, SubNet = Subnetwork_s, Subscription = Subscription_g, SchemaVersion
// Some events don't have an NSG listed, populating so it is clear it is not available in the datatype
| extend NSG = case(isnotempty(NSG), NSG, ""NotAvailable"")
// Depending on the SchemaVersion, we will need to provide the NSG_Name for matching against the resource identified in AzureActivity
| extend NSG_Name = tostring(split(NSG, ""/"")[-1])
)
| project StartTimeUtc, EndTimeUtc, FirstProcessedTimeUTC, LastProcessedTimeUtc, PublicIPs, NSG, NSG_Name, SrcIP, DestPort, SubNet, Name, VMs, MACAddresses, ActivityCount, Regions, AzureRegions, Subscription, SchemaVersion
) on $left.Resource == $right.NSG_Name
| extend timestamp = StartTimeUtc, AccountCustomEntity = Caller, IPCustomEntity = CallerIpAddress
",yes
